Time_ms id positions_x positions_z rotation_y is_signaling score
31979 0 -6 1 186 0 0
31979 1 65 23 357 0 0
31979 2 70 18 286 0 -3
32079 0 -6 1 186 0 0
32079 1 65 24 357 0 0
32079 2 70 18 286 0 -3
32180 0 -6 0 186 0 0
32180 1 65 25 357 0 0
32180 2 69 18 286 0 -3
32279 0 -7 0 186 0 0
32279 1 65 25 357 0 0
32279 2 68 18 291 0 -3
32380 0 -7 0 186 0 0
32380 1 65 26 357 0 0
32380 2 68 18 299 0 -3
32479 0 -6 0 145 0 0
32479 1 65 27 357 0 0
32479 2 67 19 306 0 -3
32579 0 -6 0 27 0 0
32579 1 65 27 357 0 0
32579 2 66 19 326 0 -3
32680 0 -6 0 16 0 0
32680 1 65 28 357 0 0
32680 2 66 20 341 0 -3
32779 0 -6 0 16 0 0
32779 1 65 29 357 0 0
32779 2 66 20 355 0 -3
32880 0 -6 0 186 0 0
32880 1 65 29 357 0 0
32880 2 66 21 8 0 -3
32979 0 -6 0 186 0 0
32979 1 65 30 357 0 0
32979 2 66 22 16 0 -3
33079 0 -6 0 186 0 0
33079 1 65 31 357 0 0
33079 2 66 22 21 0 -3
33180 0 -6 -1 186 0 0
33180 1 65 32 357 0 0
33180 2 66 23 21 0 -3
33279 0 -6 -1 186 0 0
33279 1 65 32 357 0 0
33279 2 67 24 21 0 -3
33380 0 -6 -1 198 0 0
33380 1 65 33 357 0 0
33380 2 67 24 21 0 -3
33479 0 -7 -2 198 0 0
33479 1 65 34 357 0 0
33479 2 67 25 21 0 -3
33579 0 -7 -2 198 0 0
33579 1 65 34 357 0 0
33579 2 67 26 16 0 -3
33680 0 -7 -2 198 0 0
33680 1 65 35 357 0 0
33680 2 68 26 8 0 -3
33779 0 -7 -3 198 0 0
33779 1 65 36 357 0 0
33779 2 68 27 358 0 -3
33880 0 -7 -3 198 0 0
33880 1 65 36 357 0 0
33880 2 68 28 340 0 -3
33979 0 -7 -3 198 0 0
33979 1 65 37 357 0 0
33979 2 67 28 330 0 -3
34079 0 -7 -4 198 0 0
34079 1 65 38 357 0 0
34079 2 67 29 324 0 -3
34180 0 -7 -4 198 0 0
34180 1 65 39 357 0 0
34180 2 67 29 322 0 -3
34279 0 -7 -4 198 0 0
34279 1 64 39 357 0 0
34279 2 66 30 322 0 -3
34380 0 -8 -5 198 0 0
34380 1 64 40 357 0 0
34380 2 66 31 322 0 -3
34479 0 -8 -5 198 0 0
34479 1 64 41 357 0 0
34479 2 65 31 322 0 -3
34579 0 -8 -5 198 0 0
34579 1 64 41 357 0 0
34579 2 65 32 322 0 -3
34680 0 -8 -6 198 0 0
34680 1 64 42 357 0 0
34680 2 65 32 322 0 -3
34779 0 -8 -6 198 0 0
34779 1 64 43 357 0 0
34779 2 64 33 322 0 -3
34880 0 -8 -6 198 0 0
34880 1 64 43 357 0 0
34880 2 64 33 322 0 -3
34979 0 -8 -7 198 0 0
34979 1 64 44 357 0 0
34979 2 63 34 322 0 -3
35079 0 -8 -7 198 0 0
35079 1 64 45 357 0 0
35079 2 63 35 322 0 -3
35180 0 -8 -7 198 0 0
35180 1 64 46 357 0 0
35180 2 62 35 322 0 -3
35279 0 -9 -8 198 0 0
35279 1 64 46 357 0 0
35279 2 62 36 327 0 -3
35380 0 -9 -8 198 0 0
35380 1 64 47 357 0 0
35380 2 62 36 337 0 -3
35479 0 -9 -8 198 0 0
35479 1 64 48 357 0 0
35479 2 61 37 345 0 -3
35579 0 -9 -9 198 0 0
35579 1 64 48 357 0 0
35579 2 61 37 350 0 -3
35680 0 -9 -9 198 0 0
35680 1 64 49 357 0 0
35680 2 61 38 350 0 -3
35779 0 -9 -9 198 0 0
35779 1 64 50 357 0 0
35779 2 61 39 350 0 -3
35880 0 -9 -10 198 0 0
35880 1 64 50 357 0 0
35880 2 61 40 350 0 -3
35979 0 -9 -10 198 0 0
35979 1 64 51 357 0 0
35979 2 61 40 350 0 -3
36079 0 -9 -10 198 0 0
36079 1 64 52 357 0 0
36079 2 61 41 350 0 -3
36180 0 -10 -11 198 0 0
36180 1 64 52 357 0 0
36180 2 61 41 350 0 -3
36279 0 -10 -11 198 0 0
36279 1 64 53 357 0 0
36279 2 61 41 350 0 -3
36380 0 -10 -11 198 0 0
36380 1 64 54 357 0 0
36380 2 61 41 350 0 -3
36479 0 -10 -12 198 0 0
36479 1 64 55 357 0 0
36479 2 61 41 350 0 -3
36579 0 -10 -12 198 0 0
36579 1 64 55 357 0 0
36579 2 61 41 350 0 -3
36680 0 -10 -12 198 0 0
36680 1 64 56 357 0 0
36680 2 61 41 350 0 -3
36779 0 -10 -13 198 0 0
36779 1 64 57 357 0 0
36779 2 61 41 350 0 -3
36880 0 -10 -13 198 0 0
36880 1 64 57 357 0 0
36880 2 61 41 350 0 -3
36979 0 -10 -13 198 0 0
36979 1 64 58 357 0 0
36979 2 61 41 350 0 -3
37079 0 -11 -14 198 0 0
37079 1 63 59 357 0 0
37079 2 61 41 350 0 -3
37180 0 -11 -14 198 0 0
37180 1 63 59 357 0 0
37180 2 61 41 350 0 -3
37279 0 -11 -14 198 0 0
37279 1 63 60 357 0 0
37279 2 61 41 350 0 -3
37380 0 -11 -15 198 0 0
37380 1 63 61 356 0 0
37380 2 61 41 350 0 -3
37479 0 -11 -15 198 0 0
37479 1 63 62 352 0 0
37479 2 61 41 350 0 -3
37579 0 -11 -15 198 0 0
37579 1 63 62 344 0 0
37579 2 61 41 350 0 -3
37680 0 -11 -16 198 0 0
37680 1 63 63 331 0 0
37680 2 61 41 350 0 -3
37779 0 -11 -16 198 0 0
37779 1 63 63 316 0 0
37779 2 61 41 350 0 -3
37879 0 -11 -16 198 0 0
37879 1 62 64 301 0 0
37879 2 61 41 350 0 -3
37979 0 -12 -17 198 0 0
37979 1 61 64 286 0 0
37979 2 61 41 350 0 -3
38079 0 -12 -17 198 0 0
38079 1 61 64 273 0 0
38079 2 61 41 350 0 -3
38180 0 -12 -17 198 0 0
38180 1 60 64 265 0 0
38180 2 61 41 350 0 -3
38279 0 -12 -18 198 0 0
38279 1 59 64 262 0 0
38279 2 61 41 350 0 -3
38379 0 -12 -18 198 0 0
38379 1 59 64 262 0 0
38379 2 61 41 350 0 -3
38479 0 -12 -18 198 0 0
38479 1 58 64 262 0 0
38479 2 61 41 350 0 -3
38579 0 -12 -19 198 0 0
38579 1 57 64 262 0 0
38579 2 61 41 350 0 -3
38680 0 -12 -19 198 0 0
38680 1 57 64 262 0 0
38680 2 61 41 350 0 -3
38779 0 -12 -19 155 0 0
38779 1 56 64 261 0 0
38779 2 61 41 350 0 -3
38879 0 -12 -20 155 0 0
38879 1 55 64 257 0 0
38879 2 61 41 350 0 -3
38979 0 -12 -20 155 0 0
38979 1 54 64 249 0 0
38979 2 61 41 350 0 -3
39079 0 -12 -20 155 0 0
39079 1 54 63 239 0 0
39079 2 61 41 350 0 -3
39180 0 -12 -21 155 0 0
39180 1 53 63 234 0 0
39180 2 61 41 350 0 -3
39279 0 -12 -21 155 0 0
39279 1 53 62 233 0 0
39279 2 61 41 350 0 -3
39379 0 -12 -21 155 0 0
39379 1 52 62 233 0 0
39379 2 61 41 350 0 -3
39479 0 -11 -22 155 0 0
39479 1 52 62 233 0 0
39479 2 61 41 350 0 -3
39579 0 -11 -22 155 0 0
39579 1 51 61 233 0 0
39579 2 61 41 350 0 -3
39680 0 -11 -22 155 0 0
39680 1 50 61 233 0 0
39680 2 61 41 350 0 -3
39779 0 -11 -23 155 0 0
39779 1 50 60 233 0 0
39779 2 61 41 350 0 -3
39879 0 -11 -23 155 0 0
39879 1 49 60 233 0 0
39879 2 61 41 350 0 -3
39979 0 -11 -23 155 0 0
39979 1 49 60 233 0 0
39979 2 61 41 350 0 -3
40079 0 -11 -23 155 0 0
40079 1 48 59 233 0 0
40079 2 61 41 350 0 -3
40180 0 -10 -24 155 0 0
40180 1 48 59 233 0 0
40180 2 61 41 350 0 -3
40279 0 -10 -24 155 0 0
40279 1 47 58 233 0 0
40279 2 61 41 350 0 -3
40379 0 -10 -24 155 0 0
40379 1 46 58 235 0 0
40379 2 61 41 350 0 -3
40479 0 -10 -25 155 0 0
40479 1 46 58 241 0 0
40479 2 61 41 350 0 -3
40579 0 -10 -25 155 0 0
40579 1 45 57 252 0 0
40579 2 61 41 350 0 -3
40680 0 -10 -25 155 0 0
40680 1 45 57 264 0 0
40680 2 61 41 350 0 -3
40779 0 -9 -26 155 0 0
40779 1 44 57 271 0 0
40779 2 61 41 350 0 -3
40879 0 -9 -26 155 0 0
40879 1 43 57 274 0 0
40879 2 61 41 350 0 -3
40979 0 -9 -26 155 0 0
40979 1 42 57 274 0 0
40979 2 61 41 350 0 -3
41079 0 -9 -27 155 0 0
41079 1 42 57 273 0 0
41079 2 61 41 350 0 -3
41180 0 -9 -27 155 0 0
41180 1 41 57 267 0 0
41180 2 61 41 350 0 -3
41279 0 -9 -27 155 0 0
41279 1 40 57 257 0 0
41279 2 61 41 350 0 -3
41379 0 -9 -28 155 0 0
41379 1 40 57 243 0 0
41379 2 61 41 350 0 -3
41479 0 -8 -28 155 0 0
41479 1 39 57 228 0 0
41479 2 61 41 350 0 -3
41579 0 -8 -28 155 0 0
41579 1 39 56 213 0 0
41579 2 61 41 350 0 -3
41680 0 -8 -29 155 0 0
41680 1 38 55 200 0 0
41680 2 61 41 350 0 -3
41779 0 -8 -29 155 0 0
41779 1 38 55 191 0 0
41779 2 61 41 350 0 -3
41879 0 -8 -29 155 0 0
41879 1 38 54 187 0 0
41879 2 61 41 350 0 -3
41979 0 -8 -30 155 0 0
41979 1 38 53 187 0 0
41979 2 61 41 350 0 -3
42079 0 -8 -30 155 0 0
42079 1 38 53 185 0 0
42079 2 61 41 350 0 -3
42180 0 -7 -30 155 0 0
42180 1 38 52 180 0 0
42180 2 61 41 350 0 -3
42279 0 -7 -30 155 0 0
42279 1 38 51 170 0 0
42279 2 61 41 350 0 -3
42379 0 -7 -31 155 0 0
42379 1 38 51 156 0 0
42379 2 61 41 350 0 -3
42479 0 -7 -31 155 0 0
42479 1 38 50 141 0 0
42479 2 61 41 350 0 -3
42579 0 -7 -31 155 0 0
42579 1 39 50 127 0 0
42579 2 61 41 350 0 -3
42680 0 -7 -32 155 0 0
42680 1 39 49 117 0 0
42680 2 61 41 350 0 -3
