Time_ms id positions_x positions_z rotation_y is_signaling score
136520 2 103 36 209 1 0
136619 0 4 6 75 0 0
136619 1 73 -62 357 1 -2
136619 2 103 36 209 1 0
136720 0 4 6 75 0 0
136720 1 73 -61 357 1 -2
136720 2 103 36 209 1 0
136819 0 4 6 75 0 0
136819 1 73 -60 357 1 -2
136819 2 103 36 209 1 0
136919 0 5 6 75 0 0
136919 1 73 -59 357 1 -2
136919 2 103 36 209 1 0
137020 0 5 6 75 0 0
137020 1 73 -59 357 1 -3
137020 2 103 36 209 1 0
137119 0 5 6 75 0 0
137119 1 72 -58 357 1 -3
137119 2 103 36 209 1 0
137220 0 6 7 75 0 0
137220 1 72 -57 357 1 -3
137220 2 103 36 209 0 -1
137319 0 6 7 75 0 0
137319 1 72 -57 357 1 -3
137319 2 103 36 209 0 -1
137419 0 6 7 75 0 0
137419 1 72 -56 357 1 -3
137419 2 103 36 209 0 -1
137520 0 7 7 75 0 0
137520 1 72 -55 357 1 -3
137520 2 103 36 209 0 -1
137619 0 7 7 75 0 0
137619 1 72 -55 357 1 -3
137619 2 103 36 209 0 -1
137720 0 7 7 75 0 0
137720 1 72 -54 357 0 -3
137720 2 103 36 209 0 -1
137819 0 8 7 75 0 0
137819 1 72 -53 357 0 -3
137819 2 103 36 209 0 -1
137919 0 8 7 75 0 0
137919 1 72 -52 357 0 -3
137919 2 103 36 209 0 -1
138020 0 8 7 75 0 0
138020 1 72 -52 357 0 -3
138020 2 103 36 209 0 -1
138119 0 9 7 75 0 0
138119 1 72 -51 357 0 -3
138119 2 103 36 209 0 -1
138220 0 9 7 75 0 0
138220 1 72 -50 357 0 -3
138220 2 103 36 209 0 -1
138319 0 9 7 75 0 0
138319 1 72 -50 357 0 -3
138319 2 103 36 209 1 -1
138419 0 10 8 75 0 0
138419 1 72 -49 357 0 -3
138419 2 103 36 209 1 -1
138520 0 10 8 75 0 0
138520 1 72 -48 357 0 -3
138520 2 103 36 209 1 -1
138619 0 10 8 75 0 0
138619 1 72 -48 357 0 -3
138619 2 103 36 209 1 -1
